-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68,-68,-68
-68.0000000000002,-68.0000000000002,-68.0000000000002
-68.0000000000002,-68.0000000000002,-68.0000000000002
-68.0000000000002,-68.0000000000002,-68.0000000000002
-68.0000000000002,-68.0000000000002,-68.0000000000002
-68.0000000000002,-68.0000000000002,-68.0000000000002
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
-68.0000000000002,-68.0000000000003,-68.0000000000003
